label,text,lang
0,"Dużo ostatnio jeździmy o okolicy Wrocławia po hotelach i jak to bywa raz jest lepiej , a raz gorzej . . . W tym wypadku pozostaną złe wspomnienia . Nie chcemy być roszczeniowi , ale radzimy poprawić sporo rzeczy i zacząć od podstaw takich jak kucharzenie , czystość . . . Nie polecamy !",pol
0,"Утром 7 декабря на участке Семей — Шар 12 гружённых углём вагонов сошли с рельсов . В результате ЧП сотни пассажиров следующего , пассажирского поезда добирались до места назначения на автобусах , сообщает Informburo.kz . "" Жертв и пострадавших нет . Для выяснения обстоятельств происшествия АО "" НК "" Қазақстан темір жолы "" создана специальная комиссия "" , — распространило официальное сообщение АО "" НК "" КТЖ "" . Авария произошла в 9 : 20 утра , но негодующие посты в соцсетях появились только к вечеру . "" На железной дороге Защита — Семей что - то произошло . Пассажиров из Усть - Каменогорска отправляют до Семска на автобусах . Вопрос к "" КТЖ "" и "" Пассажирским перевозкам "" : почему не перенесли рейс или же не предупредили заранее ? Люди же в целях безопасности брали билеты на поезда . На дорогах творится ужас . Вчера только 90 км от родного посёлка до города добирался 7,5 часов . Как мы собираемся встречать гостей во время ЭКСПО , если не может обеспечить логистику своим гражданам "" , — возмущается на своей странице в Facebook пользователь Арман Алибек . Судя по отзывам людей , возникшей ситуацией вовремя воспользовались предприимчивые держатели камер хранения в Семее , которые в миг подняли цены в 1,5 раза . "" Сегодня сошёл поезд с рельсов , поезда все стоят . А наш вокзал — как может , так и делает деньги . Чтобы оставить вещи в камере хранения , за каждую сумку первые 10 минут брали по 200 тенге , пока сделали круг и пришли назад , ставку подняли до 300 тенге за час . Все цены выросли вдвое , а ведь вместо товарного поезда мог оказаться любой пассажирский . Конечно , может , и не к месту , но даже туалет по 40 тенге "" , — рассказал в соцсетиЖасулан Курмангалиев . По сообщению пресс - службы КТЖ , сейчас все пассажиры доставлены , им были предоставлены все необходимые условия . В АО "" Пассажирские перевозки "" сообщили , что в результате схода вагонов отстали от графика поезда направлений : "" Кызылорда — Семей "" , "" Алматы — Новосибирск "" , "" Алматы - 1 — Павлодар "" , "" Астана — Защита "" , "" Новосибирск — Алматы - 2 "" , "" Семей — Караганды "" , "" Семей — Кызылорда "" . "" Поезд "" Астана — Защита "" сейчас находится на станции Семей . 90 пассажиров состава были отправлены автобусом в пункт назначения ( станция Защита ) . Со станции Защиты выехало несколько автобусов для доставки 125 пассажиров в Семей для дальнейшего следования в Астану . Поезд из станции Семей отправится в 24 : 00 в соответствии с графиком "" , — сообщили в компании . Пассажиров поезда "" Кызылорда — Семей "" доставили тремя автобусами со станции Шар в Семей . Из Семея отправлено четыре автобуса с пассажирами на станцию Шар для дальнейшего следования в Кызылорда . При этом отмечается , что люди получат компенсацию за неудобства по прибытию в пункты назначения .",rus
1,Ikke rart : for mange av de svært så godt voksne publikummerne i salen har James Taylor vært en viktig bidragsyter til deres livs lydspor .,nor
0,"23 triệu. 2,3 triệu không biết mình mua chưa nữa . Đối với mình đồng hồ ngoai pin trâu ra còn phải chắc chắn, không vô nước, không dễ vỡ. Mua con này về chắc phải chế một cái bao tay giáp sắt để bảo vệ em nó quá.",vie
1,"落伍的我是第一次吃TRIPLE O本想叫MUSHROOM BURGER但又不太餓正打算放棄之際友善店員提議THE CHAMP一樣有磨菰wor咁就聽佢講啦打開個包先知原來是沒有肉的果然是大鄉里xd不過...好好味呀!!!!!!!!!!!!!個包好熱,d餡又正,d芝士同磨菰加塊煎蛋簡單得來又惹味>.<""雖然冇肉,但仍然好juicy呀因為有mayo搭夠做早餐一流呢服務200個好下次一定要試有patty的",cmn
1,Ihanaa!,fin
1,"В Усть - Каменогорске состоялось отчетно - выборное собрание в первичной партийной организации ' Железнодорожные предприятия ' . В отчетном докладе председателя первички , руководителя Восточно - Казахстанского отделения железной дороги филиала АО ' НК КТЖ ' Нуржана Кельбуганова дан анализ работы парторганизации за 2015 - 2016 годы . Особое внимание было уделено реализации партийных проектов , в которых железнодорожники Восточного Казахстана принимают активное участие . Много доброго сделано в рамках таких проектов как : ' Страна без коррупции – процветающая страна ' , ' С заботой о старшем поколении ' , ' Молодежь для страны ' , ' Будущее без барьеров ' , ' Счастливое детство ' и др . Железнодорожники - нуротановцы ответственно подходят к проведению государственных праздников . К примеру , в прошлом году на День Первого Президента состоялось массовое исполнение Государственного Гимна Республики Казахстан на вокзале . Доброй традицией стал легкоатлетический забег , посвященный Дню Независимости , в котором участвуют и стар и мал . В частности , пример подрастающему поколению подает председатель Совета ветеранов , почетный железнодорожник Тулеген Исабаевич Исабаев . Эти и другие замечательные события из жизни путейцев находят отклик в средствах массовой информации – на страницах печатных изданий , на телевидении и радио . В обсуждении доклада приняли участие директор филиала АО ' КТЖ ' Грузовые первозки – Защитинское эксплуатационное локомотивное депо ' Ермек Смагулов , руководитель кадровой службы Защитинской дистанции пути Берик Байконыров , председатель первичной парторганизации ' Усть - Каменогорский избирательный округ № 23 ' Рустам Шаиргазин , первый заместитель председателя городского филиала партии ' Нұр Отан ' Майраш Екибасова , а также члены Совета ветеранов . Был избран состав партийного бюро , делегатов ХХ городской партконференции Усть - Каменогорского городского филиала партии ' Нұр Отан ' , выдвинуты кандидатуры в областной кадровый партийный резерв . Подводя итоги встречи , первый заместитель председателя Восточно - Казахстанского областного филиала партии ' Нұр Отан ' Анурбек Мухтарханов дал высокую оценку работе активистов первички ' Железнодорожные предприятия ' . Ева Ким",rus
0,"iPad に 取り付けて 持って いる と 感覚 です が 分厚く 、 重く 感じる 。  表面 が 滑り やすく 落とし そうに なり 不安です 。  商品 名 に も ある 、 「 超 薄型  最 軽量 」 と あり ます が 、 そんな こと は ない 。  他 に もっと 薄く 軽い ケース は いくら で も ある と 思い ます 。  重量 も 考えて 買えば よかった と 後悔 して い ます 。
",jpn
1,240 gr yazıcıda sıkışma yapıyor çok sert ve kalın. ama bu (200 gr) sıkıntısız temiz görüntü alıyorum. tavsiye ederim. kargo bedava olması büyük avantaj kaçırmayın derim. Aras kargoyu sevemedim o ayrı.,tur
0,"If I want music , I 'll buy the soundtrack .",eng
1,"問題 なく 使用 できて い ます 。 消耗 品 と 考える と 保障 期間 が 長い の は 魅力 です 。
",jpn
1,"El desayuno en la última planta es "" espectacular "" , tanto por las vistas como por la variedad del mismo .",spa
1,yeah bro okeledo ça cotila wly adan do,bam
0,çok kullanışsız bir ürün.,tur
1,"saya pernah mencicipi berbagai soto di beberapa daerah / kota yang ada di indonesia dan masing-masing daerah memiliki cita rasa , penampilan dan penyajian yang berbeda . khusus nya soto bandung ojolali menurut lidah saya termasuk yang paling enak di bandung . saya menikmati nya di jalan . cibadak , suasana jalan tidak terlalu ramai lalu - lang kendaraan , tempat nya pun bersih dan harga / porsi nya cukup murah .",ind
0,"Re: DB Bahn ""Leider startete die Bahn schon mit 9 Minuten Verspätung in Wiesbaden, die sich dann auch noch auf 18 Minuten vergrößerte. Einen genauen Grund kann ich leider nicht nennen, es gibt """"Verzögerungen im Betriebsablauf"""". Tut mir leid, dass der Morgen so beginnt. /tr""",deu
1,"يهنئ حزب الوسط الدكتور عبد الفتاح ماضي بتعيينه رئيسا للمجلس القومى للشباب ويتمنى له التوفيق""",ara
0,황태자 이신: ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,kor
1,ھەقىقىي تۈردە چۈشىنىپ ئۆگىنىش، تولۇق ئۆزلەشتۈرۈش، ئەمەلىي ئىشلەشكە كۈچ سەرپ قىلىپ، ئىپادە بىلدۈرۈش كۆپ بولۇش، يۈزەكى بولۇش، مەنپەئەتكە بېرىلىشتەك ناچار ئۆگىنىش ئىستىللىرىنى توغرىلاپ، تۈزىتىپ، ئۆگىنىش، پىكىر يۈرگۈزۈش، ئىشلىتىشنى بىرلەشتۈرۈشنى ئىشقا ئاشۇرۇپ، بىلىش، ئىشىنىش، قىلىشنى بىرلىككە كەلتۈرۈش كېرەك.,uig
0,"Во время облавы на ' нефтяников ' , проведенной 7 декабря , силовики среди прочего нагрянули в нефтеперерабатывающее предприятие ТОО ' Вернал Ойл Казахстан ' , расположенное в Кандыагаше . По неподтвержденным пока данным , там были задержаны 4 человека , передает ' Актобе Таймс ' . Упомянутое ТОО - печально известно в Актюбинской области . В прошлом году на заводе , принадлежащем фирме , взорвался резервуар с нефтью , погибли двое . А в 2009 году суд признал ' Вернал Ойл Казахстан ' участником международной аферы , построенной на контрабанде ' черного золота ' . Предприятие закупало нефть у российских компаний , якобы для последующей переработки . На деле же нефть не поставляли на завод , а под видом некоего ' композита ' направляли в Иран и Латвию , а оттуда в другие страны . Отправка переименованной нефти позволяла преступникам снизить размер налоговых и таможенных сборов – отсюда и ущерб госказне . ' Вот , к примеру , вагон , прибывший на станцию Кандыагаш 18 марта 2008 года . Прибывает на станцию с индексом груза 20100 – это нефть . Затем проводят операцию под кодом кор242 – это корректировка груза . И вот уже этот груз становится под кодом 22506 – ' композит ' . Здесь не отображены 5 операций - подача вагонов на подъездной путь , выгрузка нефти , подача под погрузку , его погрузка и уборка с подъездного пути . То есть нефть , как привезли на станцию , так ее и отправили ' , - рассказывает бывший внештатный сотрудник КНБ и КГБ Алдаберген Аймагамбетов . Аймагамбетов с большим знанием дела рассказывает о творящемся на железной дороге в Кандыагаше беспределе . До опалы являлся начальником отдела оперативной системы управления вагонами Актюбинского отделения пути . Аймагамбетов внимательно следил за освещением судебного процесса в СМИ и очень удивился , узнав , что ущерб государству суд установил всего в 5,5 млрд тенге . Тогда капитан КНБ раздобыл судебный приговор , состоящий из 80 страниц , и провел четкий анализ с созданием таблиц и схем . Выяснил , что в основу дела были положены лишь два коротких по времени промежутка контрабанды нефти , а именно – с 17 по 31 марта 2007 года и с 22 февраля по 8 апреля 2008 года , то есть всего лишь 60 дней отправки нефти под видом ' композита ' . И это при том , что внутренние проверки НК ' КТЖ ' показали : махинации длились на протяжении и 2007 , и 2008 года ! После обращения в прокуратуру Алдабергена Аймагамбетова начало ' преследовать ' руководство . ' Мне вначале влепили выговор , потом строгий выговор . А в январе 2009 года , когда я был в отпуске , украли сейф со всеми документами . Затем меня незаконно уволили , после восстановили . А потом еще дважды уволили . Но я снова добиваюсь восстановления ' , - говорит он . Лишенный доступа к системе контроля вагонов , чекист раздобыл документы , подтверждающие , что суд не учел еще несколько вагонов с нефтью . ' В похищенном сейфе хранилась справка о том , что только в 2007 году со станции Кандыагаш ушли 3 647 вагонов с ' композитом ' . Вполне вероятно , что вместо ' композита ' там была нефть . И проверить это для следственных органов не должно составлять труда . К тому же , если учесть , что нефть в Россию уходила не казахстанская , а завозили ее из России , то применяться должен импортно - экспортный транзитный тариф . А это еще большие деньги ' . Поэтому я считаю , что ущерб не 5,5 миллиарда , а 100 миллиардов ! ' - считает бывший чекист . Алдаберген Аймагамбетов предполагает , что его обращения в высокие инстанции все - таки подтолкнули силовиков к декабрьской ' нефтяной операции ' . Также он надеется , что следователи установят - шли или нет миллиарды , полученные в 2007 - 2008 годах от контрабандного транзита нефти , на финансирование терроризма . Напомним , правоохранители установили , что в Актюбинской области действовала ОПГ , контрабандой нефти финансирующая исламских экстремистов . Крышевали ' бизнес ' , как утверждает следствие , чиновники и сотрудники силовых ведомств .",rus
1,سلام، یک تخمه سنجابک اضافه گذاشتید، به جای ۴ تا پاستیل لواشکی ۳ تا گذاشتید و یک پاستیل میوه‌ای سگی! ۷ تومن از حسابم بردارید!,fas
0,S-Bahn weder mit Licht noch mit Klimaanlage. Das werden schöne 45 Minuten #hvv,deu
1,Metro cercano y negocios cercanos .,spa
0,年初二☁️💦準備去AIA前食個早餐🥣呢間正斗勁多人排隊 排左10張檯左右就到我地🤭講返個雲吞麵 細碗又真係幾細碗🤔 麵質都叫做彈牙既🤦🏻♀️ 雲吞有4粒 比較細粒 入面得蝦🦐🦐 但張紙寫到明話用左半肥瘦豬肉🐽🐽🐷🐷完全食唔出haha😵😵😵 雲吞皮都叫做薄既 湯底方面比較咸 總括來講好多其他餐廳既雲吞麵仲好食🙈🙈而且份量又真係細左啲 唔知係咪新年 伙計們太忙 啲碗筷都味洗乾淨就拎出來🤷🏻♀️🤷🏻♀️,cmn
0,"Po hotelu z 5 * spodziewał em się czegoś znacznie lepszego . Generalnie wrażenie po wejściu do budynku było bardzo miłe , obsługa kompetentna , aczkolwiek pracująca na zwolnionych obrotach . Jasne kolory w lobby robią dobre wrażenie . Problemy zaczynają się później . Pokój hotelowy przestronny , wydawał się być czysty , jednak po powrocie z plaży w pokoju dało się wyczuć specyficzną woń nieprawidłowo czyszczonej albo klimatyzacji albo wykładziny . Kolejny dramat to obsługa przy śniadaniu . W okolicy godziny szczytu śniadaniowego trzeba było czekać na stolik do 15 minut . Po znalezieniu już wolnego stolika , uprzątnięcie stolika trwało do 10 minut . Obsługa zdawała się być podzielona na funkcje zaopatrzeniowe i sprzątanie . Sekcja sprzątania pracowała bardzo wolno , bez jakiejkolwiek organizacji własnej . Kucharze odpowiadający za naleśniki mieli słabo zorganizowane stanowisko , musieli zaopatrywać się w naczynia sami , a kolejka rosła w stronę wyjścia . Plusem hotelowej jadalni był kącik dla dzieci , szkoda że pomyślano głównie o małych obywatelach Niemiec , a nie Polski , ponieważ bajki leciały z kanału niemieckojęzycznego . Po raz pierwszy spotkał em się z takim zjawiskiem . Uważam za wadę brak fragmentu plaży należącej do hotelu . Do hotelu co prawda należały leżaki , ale z kolei były dodatkowo płatne . Największą zaletą hotelu Marine jest jego położenie . Do plaży całe 30 sekund spaceru . Na plaży mało turystów , czyli nietypowo jak na polskie morze . Podsumowując , pobyt w hotelu był słaby . Szczerze odradzam wybór Marine Hotel . W tej ceni można znaleźć ciekawsze oferty .",pol
0,따분하다.,kor
0,"damlatiyor, ayrica resimdeki renkle alakasiz bi renk geldi, bebegime her seyi philips avent ten almistim ilk defa bir philips avent urunu beni husrana ugratti, tavsiye etmiyorum, beni yeni alistirmalik bardak arastimak zorunda birakti.",tur
1,El desayuno el resto de los días genial el buffet .,spa
1,"打算去工展會前醫肚,就搵左呢間有人排隊的麵檔平時食柱侯牛腩就食得多,因為我對它係情有獨鐘。清湯腩真係冇乜興趣,就即管一試放入口中,唔痴牙,冇渣, 容易咬,真係了不起x10可以做得咁出色,真係第一次試。湯底又夠清, 飲完都唔會好口渴。好食指數爆燈",cmn
1,"Казахстанские товары в Кыргызстане очень популярны и конкурентоспособны . Об этом первый секретарь посольства Казахстана в Кыргызстане Нурлан Ешкеев заявил на кыргызско - казахском бизнес - форуме в Бишкеке , передает корреспондент . ' Данный форум с участием бизнесменов из двух стран - результат плодотворной работы и взаимодействия Национального агентства по экспорту и инвестициям ' KAZNEX INVEST ' Казахстана и торгово - промышленной палаты Кыргызстана ' , - говорит Н.Ешкеев . ' Вот что говорит статистика по итогам 2015 года : объем товарооборота составил более 650 млн долларов . Конечно , он понизился , есть тенденция к понижению . Надо сказать что во всем мире существует сейчас такая негативная тенденция , однако вместе с тем статистика 2016 года показывает , что за 6 месяцев 2016 года доля импорта стран участников ЕАЭС в КР составил более 44 % . Из этого объема , 50,6 % - это товары из Казахстана . Поэтому мы с уверенностью можем говорить , что казахстанские товары в Кыргызстане очень популярны и конкурентоспособны ' , - сказал Н.Ешкеев . Он поблагодарил организаторов бизнес - форума за вклад в развитие торгово - экономического сотрудничества между двумя странами . Дипломат также указал на важность развития логистики и правильной взвешенной денежно - кредитной политики . проходит",rus
0,ﺟﻮ PTI ﮐﮯ ﻟﻮﮒ ﮔﺎﻟﯽ ﮔﻠﻮﭺ ﮐﺮ ﺭﮨﮯ ﮨﯿﮟ ۔ ﺍﻥ ﮐﻮ 30 ﺍﮔﺴﺖ ﮐﯽ ﺭﺍﺕ ﮐﻮ ﯾﺎﺩ ﺭﮐﻬﻨﺎ ﭼﺎﮨﯿﮯ ۔ ﺍﭘﻨﮯ ﻟﯿﮉﺭ ﮐﻮ ﭼﻬﻮﮌ ﮐﺮ ﺑﻬﺎﮒ ﮔﮯ ﺗﻬﮯ ,urd
1,לפחות נשיא נקי כפיים בהצלחה גדולה יחי יחי יחי,heb
1,Azaroko zubian egon gara 7 nagusi eta 7 haur eta egun zoragarriak pasatu ditugu .,eus
1,ชุดนี้เท่าไหร่อ่ะก้อน,tha
0,Det er som å se gutter lage en halvslapp fjasedokumentar i førsteklasse på medielinja .,nor
1,מרגש !,heb
1,"紙 の 質 は ちょっと 薄 目です が 、 値段 を 気 に せ ず ガンガン 印刷 して い ます 。  ５０ 枚 づつ 小分け さ れて いる の も 魅力 的です 。
",jpn
1,ئارقىدىن، شى جىنپىڭ چەت ئەل تەرەپ رەھبەرلىرى بىلەن بىللە «دوستلۇق بوستانلىقىنى ئورتاق يېتىشتۈرۈش» مۇراسىمىغا قاتناشتى.,uig
1,여자배우가 연기며 외모며 완벽하네,kor
0,Filmen borer ikke dypt nok til at det vonde kjennes virkelig vondt .,nor
1,"Ειμαι απολυτα ευχαριστημενος!!! ΤΟ ΕΧΩ 6 ΜΗΝΕΣ.!!! Σε ολα τα επιπεδα του κινητου!!! κυριως και στην μπαταρια,  Οπου  απο τις 07:00 το πρωι με ανοιχτα δεδομενα και GPS εως τις 23:00 το βραδυ εχω ακομη 10 με 15%  σχεδον  και η ενεργοπιοιση του stamina mode το γινεται  στα 25% και κατω!!! androit  oreo, ΑΨΟΓΕΣ ΦΩΤΟ!!! ΔΕΝ ΚΟΛΑΕΙ ΠΟΥΘΕΝΑ !!! ΤΕΛΕΙΑ ΟΘΟΝΗ!!!",ell
1,Sukaldea izatea oso interesgarria .,eus
1,"lah waktu itu pakde memang tidak terpikirkan untuk nyapres karena tahu diri sikap tawadhu beliau bukan sp2 bukan ketua partai bukan pengurus teras hanya kader biasa kalau toh akhirnya nyapres dan menang jangan kemudian disalahkan , itu tidak adil andai tidak di printah bu megawati dan rakyat tidak milih .",ind
1,"जरूरी नहीं है कि थ्रिलर फिल्म के लिए तेज भागती कारें हो, पीछा करने के दृश्य हों, सनसनाती गोलियां चले या युवा हीरो-हीरोइन हों। इनके बिना भी एक थ्रिलर फिल्म बनाई जा सकती है। 'तीन' इसका उदाहरण है। इसमें कैमरा ज्यादा मूवमेंट नहीं करता, फिल्म का केन्द्रीय पात्र एक झुके कंधों वाला उम्रदराज आदमी है, जो खटारा स्कूटर पर धीमी रफ्तार से चलता है। कलकत्ता की आंकी-बांकी गलियां के साथ फीके पड़ चुके घर हैं, जिनमें सुस्ती पसरी है। ये परिस्थितियां किसी थ्रिलर फिल्म की नहीं लगती, लेकिन निर्देशक रिभु दासगुप्ता ने अपनी फिल्म के लिए ऐसे ही पात्र और माहौल को चुना है और ज्यादातर समय दर्शकों को सीट पर जकड़ने में वे कामयाब रहे हैं। 'तीन' कोरियन फिल्म 'मोंताज' का ऑफिशियल रिमेक है, जिसे भारतीय परिवेश में बखूबी ढाला गया है। ऐसा लगता है कि कोलकाता की ही कहानी हो। 


कोलकाता में रहने वाले जॉन बिस्वास (अमिताभ बच्चन) की नातिन एंजेला का आठ वर्ष पहले अपहरण हुआ था। अपहरणकर्ता के पास जॉन पैसे लेकर पहुंचा, लेकिन पैसों के बदले उसे एंजेला की लाश मिलती है। अपहरणकर्ता को अब तक पुलिस नहीं पकड़ पाई है। यह केस पुलिस ऑफिसर मार्टिन (नवाजुद्दीन सिद्दीकी) के जिम्मे था। मार्टिन, जो अब पुलिस की नौकरी छोड़ चर्च में फादर बन गया है, को भी इस बात की टीस है कि वह न एंजेला को बचा सका और न कातिल का पता लगा सका। जॉन ने उम्मीद नहीं छोड़ी है और पुलिस स्टेशन इस उम्मीद के साथ रोजाना जाता है कि शायद उसे कुछ अच्‍छी खबर सुनने को मिले। 
 
जॉन अपनी तरफ से भी कातिल का सुराग पता लगाने की कोशिश करता है। इसी बीच एक बच्चे का अपहरण उसी तरीके से होता है जैसे जॉन की नातिन का हुआ था। अपहरणकर्ता वही दांवपेंच अपनाता है जो उसने एंजेला के समय आजमाए थे। इस बार मामले की तहकीकात सविता सरकार (विद्या बालन) कर रही है वह मार्टिन को मदद के लिए बुलाती है। 
 
दो अपहरण की घटनाओं की दो समानांतर जांच चलती है, एक तरफ जॉन आठ वर्ष पुराने मामले को सुलझाने में लगा हुआ है तो दूसरी ओर सविता-मार्टिन नए केस की गुत्थी सुलझा रहे हैं। क्या इन दोनों केसेस में कोई समानता है? 
 
ती न के टिकट बुक करने के लिए क्लिक करें 
 
फिल्म की कहानी रोचक है और अगले पल क्या होने वाला है इस बात की उत्सुकता लगातार बनाए रखती है। फिल्म देखते समय दिमाग में कई तरह की बातें उठती रहती हैं और दर्शक लगातार फिल्म से जुड़ा रहता है। सुदेश नायर और ब्रिजेश जयराज ने स्क्रीनप्ले लिखा है और दक्षिण कोरियाई कहानी को पूरी तरह भारतीय बना दिया है। ऐसा लगता है कि कोलकाता से बेहतर जगह फिल्म की कोई हो ही नहीं सकती थी। छोटे से छोटे डिटेल्स पर ध्यान दिया गया है और आप एक संवाद या दृश्य मिस करने का जोखिम नहीं उठा सकते हैं। पूरा ध्यान लगाकर फिल्म देखना पड़ती है क्योंकि कुछ भी मिस हुआ तो फिल्म समझने में कठिनाई हो सकती है। 
 
फिल्म का मुख्य पात्र जॉन अवसाद से भरा हुआ है। उसकी कुंठा को फिल्म निर्देशक रिभु दासगुप्ता ने फिल्म की गति और कलर स्कीम से जोड़ा है। फिल्म का पहला हाफ बहुत स्लो है। कही-कही झपकी भी लग सकती है, लेकिन चौकन्ना इसलिए रहना पड़ता है कि कही कुछ ऐसा न घट जाए कि आगे फिल्म समझने में दिक्कत हो। ऐसे कुछ पल निकाल लिए तो फिर पलक झपकना मुश्किल हो जाता है। इंटरवल ऐसे मोड़ पर किया है कि फिर से फिल्म शुरू होने का आप ज्यादा इंतजार नहीं कर सकते हैं। दूसरे हाफ में फिल्म तेज गति से चलती है। क्लाइमैक्स‍ में थोड़ी निराशा इसलिए हाथ लगती है कि फिल्म रहस्य से परदा उठाए उसके पहले आप रहस्य जान जाते हैं। 
 
फिल्म में कुछ कमियां भी हैं। इसकी धीमी गति आपको कही-कही उबाती है। फिल्म अवधि थोड़ी ज्यादा है। स्क्रीनप्ले की कुछ बातें भी अखरती हैं। सड़कों पर ब्लैक हुडी पहने एक आदमी घूमता है और कोई उसे देख नहीं पाता। उम्रदराज और थके हुए जॉन से कुछ ऐसी बातें करा दी गई जिसके लिए बहुत ताकतवर होना जरूरी है। जॉन के लिए कुछ बातें बहुत ही आसान दिखा दी गई हैं, पर इनसे फिल्म देखने का मजा किरकिरा नहीं होता। 
 
निर्देशक रिभु दासगुप्ता ने इस परतदार कहानी को अच्छी तरह से पेश किया है। उन्होंने बातों को थोड़ा कठिन रखा है ताकि दर्शक हर समय अलर्ट रहे। तीन चौथाई फिल्म में वे रहस्य को बरकरार रखने में सफल रहे हैं, अंत में थोड़ा गड़बड़ा गए।
 
अमिताभ बच्चन, विद्या बालन और नवाजुद्दीन सिद्दीकी नामक तीन एक्टिंग के पॉवरहाउस फिल्म से जुड़े हैं, इस वजह से एक्टिंग डिपार्टमेंट में फिल्म बहुत अमीर है। अमिताभ बच्चन लगातार चौंका रहे हैं। अभी भी उनके अंदर कितना कुछ बाकी है। जॉन बिस्वास के किरदार वे इस तरह घुल-मिल गए कि लगता ही नहीं कि यह अमिताभ है। जॉन के अंदर घुमड़ रही सारी भावनाओं को वे पूरी तरह बाहर ले आए हैं। 
 
विद्या बालन को ज्यादा अवसर नहीं थे, लेकिन वे अपनी उपस्थिति दर्ज कराती हैं। उस शख्स की मनोदशा दिखाने में नवाजुद्दीन सिद्दीकी सफल रहे हैं जो कभी पुलिस वाला था और अब फादर है। पुलिस वाला रौब उसका गया नहीं है और फादर जैसी नम्रता उसमें अभी आई नहीं है। उनके कुछ दृश्य मनोरंजक है। सब्यासाची चक्रवर्ती का अभिनय देखना हमेशा अच्‍छा लगता है। 
 
तुषार कांति रे की सिनेमाटोग्राफी का विशेष उल्लेख जरूरी है। कलर शेड का उन्होंने बेहतरीन इस्तेमाल किया है। ग्रे कलर का इस्तेमाल अधिक है जो जॉन बिस्वास के मिजाज को दिखाता है। 
 
'तीन' की कामयाबी इसी में है कि फिल्म देखने के बाद भी आप इसके किरदारों और कहानी को लेकर खुद से सवाल जवाब करते रहते हैं। इसे धैर्य और ध्यान से देखना जरूरी है, तभी आप इसका मजा ले सकेंगे।
 
 
बैनर : एंडेमॉल इंडिया, रिलायंस एंटरटनमेंट, सिनेमा पिक्चर्स, क्रॉस पिक्चर्स, ब्लू वॉटर मोशन पिक्चर्स 
निर्माता : सुजॉय घोष
निर्देशक : रिभु दासगुप्ता
संगीत : चिंतन सरेजो 
कलाकार : अमिताभ बच्चन, विद्या बालन, नवाजुद्दीन सिद्दीकी, सब्यासाची चक्रवर्ती 
सेंसर सर्टिफिकेट : यूए * 2 घंटे 16 मिनट 54 सेकंड 

",hin
1,"АСТАНА . КАЗИНФОРМ - Сегодня в рамках визита в Казахстан состоялась рабочая поездка заместителя Премьер - Министра Республики Узбекистан Улугбека Розукулова в Костанайскую область . Делегация во главе с Улугбеком Розукуловым посетила предприятия по производству сельскохозяйственной техники , легковых автомобилей , легкой и тяжелой коммерческой техники - АО ' АгромашХолдинг ' и ТОО ' СарыаркаАвтоПром ' , входящие в АО Группа компаний ' Аллюр ' ( ' AllurGroup ' ) , где ознакомилась с работой данных производственных площадок , сообщили в пресс - службе акима Костанайской области . Приветствуя гостей , Архимед Мухамбетов отметил , что визит делегации Узбекистана является примером двусторонней интеграции и направлен на углубление взаимовыгодного сотрудничества . Напомним , что в сентябре этого года казахстанская делегация во главе с Первым заместителем Премьер - Министра РК Аскаром Маминым посетила Узбекистан . В рамках этого визита был подписан Меморандум намерений о сотрудничестве между АК ' УзАвтосаноат ' и АО Группа компаний ' Аллюр ' ( ' AllurGroup ' ) , в части организации сборки легковых , грузовых автомобилей ' УзАвто ' , а также поставки навесной и прицепной техники и автобусов . Глава региона проинформировал Улугбека Розукулова о перспективах развития автопрома в Костанайской области в сотрудничестве с транснациональными компаниями , а также строительстве индустриальной зоны с размещением производств автокомпонентов . По информации ТОО ' СарыаркаАвтоПром ' , в ближайшее время планируется осуществить встречи технических специалистов для обсуждения организационных вопросов в части поставок первых машинокомплектов и навесной техники . ' Руководство области со своей стороны готово создать благоприятные условия и оказать всяческую помощь в реализации проекта ' , - подчеркнул Архимед Мухамбетов . Для справки : За 2015 год внешнеторговый оборот области с Узбекистаном составил 94,8 млн . долларов США ( 5 % от общего товарооборота области ) и весь он практически приходится на экспорт ( 99,4 % ) . Из Костанайской области в Узбекистан в основном экспортируется зерно , мука , семена подсолнечника , асбест . Из регионов Узбекистана в область завозятся текстильные изделия , минеральные удобрения . За январь - июль 2016 года внешнеторговый оборот с Узбекистаном составил 52,2 млн . долл . США , что на 20 % больше соответствующего периода прошлого года .",rus
0,"Mutta vihaan tollasta, että eläimistä tehdään esineitä ja välikappaleita ihmisen turhamaisuuteen. :/",fin
1,"Πρώτες εντυπώσεις πάρα πολύ καλές η μόνη αισθητή υποβάθμιση είναι η σελφη κάμερα (ειχα iphone 7 plus). Έχοντας όμως όλα τα υπόλοιπα το συγκεκριμένο μου είναι αδιάφορο. Αψογη οθόνη και το ξεκλείδωμα του κινητού σε άλλο επίπεδο! το πιο γρηγορο face unlock που εχω δει, επισης και το finger print scanner.",ell
